ASV	subclade	sseqid	sacc	stitle	sscinames	staxids	sskingdoms	sblastnames	pident	slen	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
asv_0D3_02611	II-WPC2	gi|255079659|ref|XM_002503364.1|	XM_002503364	Micromonas commoda predicted protein partial mRNA	N/A	296587	N/A	N/A	81.223	708	229	34	3	1	229	274	55	1.14e-50	214
asv_0D3_02626	II-WPC2	gi|322505745|emb|FR799010.1|	FR799010	Leishmania braziliensis MHOM/BR/75/M2904 complete genome, chromosome 36	N/A	420245	N/A	N/A	70.647	2686643	201	51	3	359	555	389634	389438	9.38e-14	91.5
asv_0D3_02626	II-WPC2	gi|928189487|emb|LN609196.1|	LN609196	Leishmania peruviana genome assembly Leishmania peruviana LEM-1537_V1, chromosome : 35	N/A	5681	N/A	N/A	70.647	2885998	201	51	3	359	555	419664	419468	9.38e-14	91.5
asv_0D3_02626	II-WPC2	gi|928189524|emb|LN609233.1|	LN609233	Leishmania peruviana genome assembly Leishmania peruviana PAB-4377_V1, chromosome : 35	N/A	5681	N/A	N/A	70.647	2746506	201	51	3	359	555	397795	397599	9.38e-14	91.5
asv_0D3_02626	II-WPC2	gi|1691136566|emb|LS997634.1|	LS997634	Leishmania braziliensis MHOM/BR/75/M2904 genome assembly, chromosome: 35	N/A	420245	N/A	N/A	70.647	2658852	201	51	3	359	555	369059	368863	9.38e-14	91.5
asv_0D3_02626	II-WPC2	gi|389603194|ref|XM_001568679.2|	XM_001568679	Leishmania braziliensis MHOM/BR/75/M2904 putative dynein heavy chain partial mRNA	N/A	420245	N/A	N/A	70.647	12513	201	51	3	359	555	10271	10075	9.38e-14	91.5
asv_0D3_02630	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	92.251	2234828	271	21	0	1	271	782206	781936	5.88e-105	395
asv_0D3_02637	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	86.282	2234828	277	38	0	282	558	1881576	1881852	2.06e-85	329
asv_0D3_02641	UC-A	gi|226523057|gb|CP001575.1|	CP001575	Micromonas sp. RCC299 chromosome 8, complete sequence	N/A	296587	N/A	N/A	71.174	1276107	281	77	4	280	558	502352	502630	1.3e-24	128
asv_0D3_02641	UC-A	gi|255081932|ref|XM_002508139.1|	XM_002508139	Micromonas commoda dynein alpha chain, flagellar outer arm (ODA-DHCA), mRNA	N/A	296587	N/A	N/A	71.174	13595	281	77	4	280	558	7017	6739	1.3e-24	128
asv_0D3_02645	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	94.096	2234828	271	16	0	1	271	782206	781936	5.16e-112	417
asv_0D3_02662	II-WPC2	gi|730903713|gb|KP211812.1|	KP211812	Uncultured Candidatus Thalassoarchaea euryarchaeote clone MedDCM-JUL2012-C98 genomic sequence	N/A	1697135	N/A	N/A	80.036	59201	561	104	1	1	553	16448	15888	1.06e-139	510
asv_0D3_02663	UC-A	gi|1712514661|gb|CP036272.1|	CP036272	Planctomycetes bacterium SV_7m_r chromosome	N/A	2528025	N/A	N/A	68.359	7107266	256	70	6	26	277	5008818	5009066	1.69e-10	80.6
asv_0D3_02673	II-WPC2	gi|1862847759|emb|LR812521.1|	LR812521	Danio kyathit genome assembly, chromosome: 3	N/A	242068	N/A	N/A	74.797	80317170	123	25	4	9	128	47130390	47130509	3.07e-7	70.7
asv_0D3_02674	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	86.643	2234828	277	37	0	282	558	1881576	1881852	1.69e-86	334
asv_0D3_02688	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	86.282	2234828	277	38	0	282	558	1881576	1881852	2.06e-85	329
asv_0D3_02692	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	86.282	2234828	277	38	0	282	558	1881576	1881852	2.06e-85	329
asv_0D3_02699	UC-A	gi|671752698|gb|CP003984.1|	CP003984	Planktomarina temperata RCA23, complete genome	N/A	666509	N/A	N/A	86.833	3288122	281	37	0	1	281	1067784	1068064	1.14e-88	341
asv_0D3_02701	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	92.251	2234828	271	21	0	1	271	782206	781936	5.88e-105	395
asv_0D3_02704	UC-A	gi|1168021101|gb|KX346056.1|	KX346056	Uncultured Synechococcus sp. clone B42C11 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.624	597	558	30	0	1	558	22	579	0	872
asv_0D3_02716	UC-A	gi|226517984|gb|CP001327.1|	CP001327	Micromonas sp. RCC299 chromosome 6, complete sequence	N/A	296587	N/A	N/A	77.778	1431126	279	53	2	1	279	1399089	1399358	2.2e-53	224
asv_0D3_02716	UC-A	gi|255079659|ref|XM_002503364.1|	XM_002503364	Micromonas commoda predicted protein partial mRNA	N/A	296587	N/A	N/A	77.778	708	279	53	2	1	279	273	4	2.2e-53	224
asv_0D3_02720	II-WPC2	gi|226517984|gb|CP001327.1|	CP001327	Micromonas sp. RCC299 chromosome 6, complete sequence	N/A	296587	N/A	N/A	81.223	1431126	229	34	3	1	229	1399088	1399307	1.14e-50	214
asv_0D3_02720	II-WPC2	gi|255079659|ref|XM_002503364.1|	XM_002503364	Micromonas commoda predicted protein partial mRNA	N/A	296587	N/A	N/A	81.223	708	229	34	3	1	229	274	55	1.14e-50	214
asv_0D3_02728	UC-A	gi|1785202348|gb|CP034348.1|	CP034348	Roseovarius faecimaris strain MME-070 chromosome, complete genome	N/A	2494550	N/A	N/A	66.508	3858679	421	131	2	6	425	2762577	2762166	1.58e-23	124
asv_0D3_02742	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	87.004	2234828	277	36	0	282	558	1881576	1881852	3.97e-88	338
asv_0D3_02750	UC-A	gi|1932462305|gb|CP045492.1|	CP045492	Mesorhizobium sp. NBSH29 chromosome, complete genome	N/A	2654249	N/A	N/A	73.301	3644270	206	55	0	281	486	3273629	3273834	1.58e-23	124
asv_0D3_02764	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	91.93	2234828	285	19	2	276	558	782091	781809	3.25e-108	406
asv_0D3_02771	II-WPC2	gi|1895742380|gb|CP047931.1|	CP047931	Synechococcus sp. A15-28 chromosome, complete genome	N/A	1050638	N/A	N/A	69.272	2341586	563	129	10	1	542	317850	318389	1.48e-55	231
asv_0D3_02799	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	92.251	2234828	271	21	0	1	271	782206	781936	5.88e-105	395
asv_0D3_02801	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	84.477	2234828	277	43	0	282	558	1881576	1881852	2.35e-78	306
asv_0D3_02806	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	92.989	2234828	271	19	0	1	271	782206	781936	1.14e-107	404
asv_0D3_02810	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	84.477	2234828	277	43	0	282	558	1881576	1881852	2.35e-78	306
asv_0D3_02812	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	92.199	2234828	282	22	0	277	558	782090	781809	7.65e-110	410
asv_0D3_02818	II-WPC2	gi|1137430945|gb|CP015093.1|	CP015093	Salipiger abyssi strain JLT2014, complete sequence	N/A	1250539	N/A	N/A	76.316	4246390	152	32	4	5	154	3253525	3253376	6.32e-16	98.7
asv_0D3_02828	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	86.397	2234828	272	37	0	8	279	1881567	1881838	8.74e-84	324
asv_0D3_02870	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	86.643	2234828	277	37	0	282	558	1881576	1881852	1.69e-86	334
asv_0D3_02871	UC-A	gi|406651373|gb|CP003809.1|	CP003809	Alpha proteobacterium HIMB5, complete genome	N/A	859653	N/A	N/A	86.643	1343202	277	37	0	1	277	913808	913532	1.69e-86	334
asv_0D3_02873	II-WPC2	gi|2080888260|gb|CP080649.1|	CP080649	Ruficoccus sp. ZRK36 chromosome, complete genome	N/A	2866311	N/A	N/A	77.273	3753088	110	25	0	34	143	3248098	3248207	3.99e-12	86.9
asv_0D3_02885	II-WPC2	gi|1895742380|gb|CP047931.1|	CP047931	Synechococcus sp. A15-28 chromosome, complete genome	N/A	1050638	N/A	N/A	68.917	2341586	563	131	10	1	542	317850	318389	7.69e-53	222
asv_0D3_02892	UC-A	gi|1862843677|emb|LR812110.1|	LR812110	Erithacus rubecula genome assembly, chromosome: 8	N/A	37610	N/A	N/A	76.415	37149497	106	21	2	54	156	35588971	35588867	2.51e-8	74.3
asv_0D3_02910	UC-A	gi|551539721|ref|XM_005758255.1|	XM_005758255	Emiliania huxleyi CCMP1516 ATP-dependent RNA helicase mRNA	N/A	280463	N/A	N/A	94.697	2648	132	6	1	147	278	934	804	2.06e-47	204
asv_0D3_02910	UC-A	gi|551600788|ref|XM_005782007.1|	XM_005782007	Emiliania huxleyi CCMP1516 ATP-dependent RNA helicase mRNA	N/A	280463	N/A	N/A	94.697	3123	132	6	1	147	278	1821	1691	2.06e-47	204
asv_0D3_02912	II-WPC2	gi|1936822825|emb|LR958857.1|	LR958857	Darwinula stevensoni	N/A	69355	N/A	N/A	70	379	210	63	0	71	280	20	229	7.7e-15	96
asv_0D3_02925	UC-A	gi|1752771066|gb|CP044222.1|	CP044222	Nitrincola sp. KXZD1103 chromosome, complete genome	N/A	2614693	N/A	N/A	71.429	4129232	245	66	2	279	521	3274874	3275116	5.53e-23	122
asv_0D3_02927	UC-A	gi|117614903|gb|CP000470.1|	CP000470	Shewanella sp. ANA-3 plasmid unnamed1, complete sequence	N/A	94122	N/A	N/A	94.982	278942	279	14	0	1	279	203357	203635	4.52e-119	441
asv_0D3_02927	UC-A	gi|684200017|gb|CP008920.1|	CP008920	Providencia stuartii strain ATCC 33672, complete genome	N/A	588	N/A	N/A	94.982	4285951	279	14	0	1	279	3401865	3401587	4.52e-119	441
asv_0D3_02927	UC-A	gi|815957454|gb|CP011133.1|	CP011133	Citrobacter amalonaticus Y19 plasmid, complete sequence	N/A	1261127	N/A	N/A	94.982	290993	279	14	0	1	279	195402	195680	4.52e-119	441
asv_0D3_02927	UC-A	gi|1109575820|gb|CP017055.1|	CP017055	Providencia stuartii strain BE2467 isolate CAUTI plasmid pPS1, complete sequence	N/A	588	N/A	N/A	94.982	195378	279	14	0	1	279	169360	169082	4.52e-119	441
asv_0D3_02927	UC-A	gi|1318712157|gb|CP018322.1|	CP018322	Alteromonas macleodii strain Te101 plasmid pTE101a, complete sequence	N/A	28108	N/A	N/A	94.982	237311	279	14	0	1	279	178528	178806	4.52e-119	441
asv_0D3_02927	UC-A	gi|1634056557|gb|CP036536.1|	CP036536	Salinimonas lutimaris strain DPSR-4 chromosome, complete genome	N/A	914153	N/A	N/A	94.982	4123530	279	14	0	1	279	291719	291997	4.52e-119	441
asv_0D3_02927	UC-A	gi|1680492267|gb|CP039853.1|	CP039853	Salinimonas iocasae strain KX18D6 plasmid plas12, complete sequence	N/A	2572577	N/A	N/A	94.982	348008	279	14	0	1	279	114651	114929	4.52e-119	441
asv_0D3_02927	UC-A	gi|1948718467|gb|CP066071.1|	CP066071	Providencia stuartii strain FDAARGOS_1040 chromosome, complete genome	N/A	588	N/A	N/A	94.982	4286334	279	14	0	1	279	3309042	3308764	4.52e-119	441
asv_0D3_02927	UC-A	gi|1051582553|gb|KX156772.1|	KX156772	Escherichia coli strain K-12 plasmid IP40a, complete sequence	N/A	562	N/A	N/A	94.982	170404	279	14	0	1	279	142401	142679	4.52e-119	441
asv_0D3_02927	UC-A	gi|1051582787|gb|KX156773.1|	KX156773	Escherichia coli strain K-12 plasmid R16a, complete sequence	N/A	562	N/A	N/A	94.982	173094	279	14	0	1	279	150724	151002	4.52e-119	441
asv_0D3_02927	UC-A	gi|1057721672|gb|KX709966.1|	KX709966	Pseudomonas aeruginosa strain IP40a plasmid pIP40a, complete sequence	N/A	287	N/A	N/A	94.982	167554	279	14	0	1	279	139530	139808	4.52e-119	441
asv_0D3_02936	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	86.643	2234828	277	37	0	282	558	1881576	1881852	1.69e-86	334
asv_0D3_02937	UC-A	gi|2090720546|gb|CP063203.1|	CP063203	Marixanthomonas sp. SCSIO 43207 chromosome, complete genome	N/A	2779360	N/A	N/A	72.388	2959668	268	72	2	278	544	1918141	1917875	1.69e-29	143
asv_0D3_02942	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	90.78	2234828	282	26	0	277	558	782090	781809	2.05e-104	392
asv_0D3_02976	UC-A	gi|1701129114|emb|LR633944.1|	LR633944	Gadus morhua genome assembly, chromosome: 2	N/A	8049	N/A	N/A	77.236	28732775	123	19	7	111	229	4232525	4232642	2.51e-8	73.4
asv_0D3_02986	UC-A	gi|1982882334|gb|CP018226.1|	CP018226	Rhizobiales bacterium IMCC20636 chromosome, complete genome	N/A	1914869	N/A	N/A	72.165	4790321	194	53	1	283	475	995842	995649	1.48e-17	104
asv_0D3_02995	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	93.972	2234828	282	17	0	277	558	782090	781809	2.34e-116	433
asv_0D3_03007	II-WPC2	gi|2076410358|gb|CP076039.1|	CP076039	Opitutae bacterium ISCC 53 isolate F3 chromosome, complete genome	N/A	2684113	N/A	N/A	70.946	4086264	148	43	0	316	463	2171144	2171291	2.52e-8	74.3
asv_0D3_03009	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	90.78	2234828	282	26	0	277	558	782090	781809	2.05e-104	392
asv_0D3_03013	II-WPC2	gi|1695378299|emb|LR597470.1|	LR597470	Sphaeramia orbicularis genome assembly, chromosome: 13	N/A	375764	N/A	N/A	74.167	53310899	120	23	5	10	121	43677698	43677817	4.55e-5	62.6
asv_0D3_03034	II-WPC2	gi|631782943|dbj|AP014583.1|	AP014583	Winogradskyella sp. PG-2 DNA, complete genome	N/A	754409	N/A	N/A	73.684	3811479	266	70	0	1	266	3560387	3560652	5.19e-36	165
asv_0D3_03036	UC-A	gi|2020970368|dbj|AP023357.1|	AP023357	Actinoplanes sp. NBRC 14428 DNA, complete genome	N/A	2721544	N/A	N/A	77.003	8634199	287	60	4	275	558	276905	276622	4.84e-49	208
asv_0D3_03061	UC-A	gi|1494316954|gb|CP033068.1|	CP033068	Flavobacterium sp. 140616W15 chromosome, complete genome	N/A	2478552	N/A	N/A	82.008	4935222	239	43	0	299	537	4889382	4889144	9.98e-58	238
asv_0D3_03094	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	85.199	2234828	277	41	0	282	558	1881576	1881852	4.53e-81	315
asv_0D3_03098	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	85.921	2234828	277	39	0	282	558	1881576	1881852	8.74e-84	324
asv_0D3_03100	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.982	597	558	28	0	1	558	22	579	0	881
asv_0D3_03102	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	92.199	2234828	282	22	0	277	558	782090	781809	7.65e-110	410
asv_0D3_03103	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	85.56	2234828	277	40	0	282	558	1881576	1881852	1.06e-82	320
asv_0D3_03106	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	92.251	2234828	271	21	0	1	271	782206	781936	5.88e-105	395
asv_0D3_03116	II-WPC2	gi|1137430945|gb|CP015093.1|	CP015093	Salipiger abyssi strain JLT2014, complete sequence	N/A	1250539	N/A	N/A	75.497	4246390	151	35	2	5	154	3253525	3253376	6.32e-16	99.6
asv_0D3_03118	UC-A	gi|671752698|gb|CP003984.1|	CP003984	Planktomarina temperata RCA23, complete genome	N/A	666509	N/A	N/A	86.477	3288122	281	38	0	1	281	1067784	1068064	1.39e-87	336
asv_0D3_03135	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	85.56	2234828	277	40	0	282	558	1881576	1881852	1.06e-82	320
asv_0D3_03137	UC-A	gi|1168021275|gb|KX346143.1|	KX346143	Uncultured Synechococcus sp. clone B94F01 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	95.52	597	558	25	0	1	558	22	579	0	894
asv_0D3_03160	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	87.004	2234828	277	36	0	282	558	1881576	1881852	3.97e-88	338
asv_0D3_03178	II-WPC2	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	91.912	2234828	272	22	0	1	272	782207	781936	2.06e-104	392
asv_0D3_03184	UC-A	gi|1168021301|gb|KX346156.1|	KX346156	Uncultured Synechococcus sp. clone B94G03 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	93.728	597	558	35	0	1	558	22	579	0	849
asv_0D3_03185	II-WPC2	gi|2063799766|emb|OU342944.1|	OU342944	Andrena haemorrhoa genome assembly, chromosome: 5	N/A	444401	N/A	N/A	75.238	34841267	105	16	6	67	165	26375345	26375245	0.007	55.4
asv_0D3_03194	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	87.004	2234828	277	36	0	282	558	1881576	1881852	3.97e-88	338
asv_0D3_03202	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	84.838	2234828	277	42	0	282	558	1881576	1881852	5.52e-80	311
asv_0D3_03204	UC-A	gi|1929531055|gb|CP030037.1|	CP030037	Bradyrhizobium sp. CCBAU 51753 chromosome, complete genome	N/A	1325100	N/A	N/A	77.778	9120519	108	21	3	59	163	7583359	7583466	2.06e-9	77
asv_0D3_03207	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	84.116	2234828	277	44	0	282	558	1881576	1881852	2.86e-77	302
asv_0D3_03220	UC-A	gi|33772317|emb|BX548174.1|	BX548174	Prochlorococcus marinus MED4 complete genome	N/A	59919	N/A	N/A	87.458	1657990	598	33	1	3	558	1001958	1002555	0	774
asv_0D3_03226	II-WPC2	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	93.75	2234828	272	17	0	1	272	782207	781936	6.29e-111	415
asv_0D3_03231	UC-A	gi|1719919664|gb|CP031047.1|	CP031047	Chloropicon primus strain CCMP1205 chromosome 14, complete sequence	N/A	1764295	N/A	N/A	74.016	585392	127	33	0	123	249	226093	226219	1.69e-10	81.5
asv_0D3_03240	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	98.566	2234828	279	4	0	280	558	782087	781809	1.21e-132	486
asv_0D3_03246	UC-A	gi|1726207917|gb|CP036264.1|	CP036264	Stieleria maiorica strain Mal15 chromosome	N/A	2795974	N/A	N/A	74.89	9894293	227	57	0	1	227	6155413	6155639	3.27e-32	153
asv_0D3_03251	II-WPC2	gi|1830581733|gb|CP038852.1|	CP038852	Candidatus Pelagibacter giovannonii strain NP1 chromosome, complete genome	N/A	2563896	N/A	N/A	82.079	1365705	279	50	0	281	559	376072	376350	3.27e-70	279
asv_0D3_03259	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	91.103	2234828	281	25	0	278	558	1670368	1670088	5.88e-105	395
asv_0D3_03265	II-WPC2	gi|2021937643|gb|CP051240.1|	CP051240	Alcanivorax sp. isolate oa1 chromosome	N/A	1872427	N/A	N/A	81.655	3961966	278	51	0	280	557	1844716	1844439	4.85e-68	272
asv_0D3_03267	UC-A	gi|1712455066|gb|CP036525.1|	CP036525	Rubripirellula lacrimiformis strain K22.7 chromosome, complete genome	N/A	1930273	N/A	N/A	73.373	8542491	169	45	0	361	529	5528024	5527856	5.18e-17	103
asv_0D3_03269	UC-A	gi|1717438506|gb|CP031125.1|	CP031125	Candidatus Pelagibacter sp. FZCC0015 chromosome, complete genome	N/A	2268451	N/A	N/A	80.144	1364101	277	55	0	3	279	1309735	1310011	4.53e-62	252
asv_0D3_03272	II-WPC2	gi|1895826200|gb|CP047961.1|	CP047961	Synechococcus sp. PROS-9-1 chromosome, complete genome	N/A	1968775	N/A	N/A	97.857	2273940	280	6	0	1	280	537186	537465	1.8e-130	479
asv_0D3_03291	II-WPC2	gi|226522287|gb|CP001574.1|	CP001574	Micromonas sp. RCC299 chromosome 1, complete sequence	N/A	296587	N/A	N/A	72.104	2053059	613	117	3	1	559	1750791	1750179	6.73e-98	370
asv_0D3_03291	II-WPC2	gi|255071282|ref|XM_002507677.1|	XM_002507677	Micromonas commoda predicted protein mRNA	N/A	296587	N/A	N/A	72.104	1415	613	117	3	1	559	231	843	6.73e-98	370
asv_0D3_03295	UC-A	gi|1895791873|gb|CP047948.1|	CP047948	Synechococcus sp. A15-127 chromosome, complete genome	N/A	1050624	N/A	N/A	72.081	2543463	197	45	6	1	192	79852	80043	3.27e-13	90.6
asv_0D3_03340	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	92.553	2234828	282	21	0	277	558	782090	781809	6.28e-111	415
asv_0D3_03341	UC-A	gi|2090720546|gb|CP063203.1|	CP063203	Marixanthomonas sp. SCSIO 43207 chromosome, complete genome	N/A	2779360	N/A	N/A	72.388	2959668	268	72	2	278	544	1918141	1917875	1.69e-29	143
asv_0D3_03344	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	92.908	2234828	282	20	0	277	558	782090	781809	1.48e-112	419
asv_0D3_03345	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	88.571	2234828	280	32	0	1	280	1086327	1086606	3.48e-95	361
asv_0D3_03347	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	93.727	2234828	271	17	0	1	271	782206	781936	2.19e-110	413
asv_0D3_03350	UC-A	gi|1168021113|gb|KX346062.1|	KX346062	Uncultured Synechococcus sp. clone B42D09 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	94.444	597	558	31	0	1	558	22	579	0	867
asv_0D3_03353	UC-A	gi|392513451|emb|FO082277.1|	FO082277	Bathycoccus prasinos genomic : Chromosome_2	N/A	41875	N/A	N/A	99.286	1122692	280	2	0	279	558	254781	254502	6.7e-136	497
asv_0D3_03353	UC-A	gi|612398598|ref|XM_007514757.1|	XM_007514757	Bathycoccus prasinos predicted protein (Bathy02g01380), partial mRNA	N/A	41875	N/A	N/A	99.286	17733	280	2	0	279	558	6271	6550	6.7e-136	497
asv_0D3_03357	II-WPC2	gi|119713354|gb|EF107105.1|	EF107105	Uncultured marine bacterium EB80_69G07 genomic sequence	N/A	415442	N/A	N/A	87.018	33674	285	37	0	1	285	12456	12172	7.68e-91	348
asv_0D3_03368	II-WPC2	gi|2090720546|gb|CP063203.1|	CP063203	Marixanthomonas sp. SCSIO 43207 chromosome, complete genome	N/A	2779360	N/A	N/A	73.946	2959668	261	65	1	6	263	944401	944661	1.81e-35	163
asv_0D3_03400	II-WPC2	gi|1937156617|emb|OB733451.1|	OB733451	Cyprideis torosa	N/A	163714	N/A	N/A	75.451	581	277	67	1	284	559	117	393	1.3e-43	190
asv_0D3_03409	II-WPC2	gi|226517984|gb|CP001327.1|	CP001327	Micromonas sp. RCC299 chromosome 6, complete sequence	N/A	296587	N/A	N/A	79.741	1431126	232	35	2	1	232	1399088	1399307	4.85e-49	209
asv_0D3_03409	II-WPC2	gi|255079659|ref|XM_002503364.1|	XM_002503364	Micromonas commoda predicted protein partial mRNA	N/A	296587	N/A	N/A	79.741	708	232	35	2	1	232	274	55	4.85e-49	209
asv_0D3_03436	II-WPC2	gi|1895748173|gb|CP047934.1|	CP047934	Synechococcus sp. RS9915 chromosome	N/A	221358	N/A	N/A	73.333	2417983	120	28	3	45	162	656641	656758	4.55e-5	63.5
asv_0D3_03444	II-WPC2	gi|1391921342|gb|MH319754.1|	MH319754	Marine virus AG-345-L05 Ga0172272_11 genomic sequence	N/A	2162690	N/A	N/A	78.182	149201	110	20	3	319	426	21377	21484	1.7e-10	81.5
asv_0D3_03449	UC-A	gi|78167878|gb|CP000097.1|	CP000097	Synechococcus sp. CC9902, complete genome	N/A	316279	N/A	N/A	90.78	2234828	282	26	0	277	558	782090	781809	2.05e-104	392
asv_0D3_03457	II-WPC2	gi|1938775668|gb|CP054178.1|	CP054178	Phycisphaeraceae bacterium isolate H1_PLA4 chromosome, complete genome	N/A	2026777	N/A	N/A	79.33	3841330	179	37	0	380	558	3210767	3210589	2.69e-33	157
asv_0D3_03477	UC-A	gi|1133458583|ref|XM_019995109.1|	XM_019995109	PREDICTED: Amphimedon queenslandica dynein heavy chain 12, axonemal-like (LOC100641716), mRNA	N/A	400682	N/A	N/A	68.116	12136	207	66	0	3	209	7422	7628	2.06e-9	77
asv_0D3_03477	UC-A	gi|1397654982|ref|XM_025254158.1|	XM_025254158	PREDICTED: Pomacea canaliculata dynein heavy chain 3, axonemal-like (LOC112573620), transcript variant X1, mRNA	N/A	400727	N/A	N/A	72.185	14341	151	40	2	3	152	7829	7978	2.06e-9	77
asv_0D3_03477	UC-A	gi|1397654984|ref|XM_025254165.1|	XM_025254165	PREDICTED: Pomacea canaliculata dynein heavy chain 3, axonemal-like (LOC112573620), transcript variant X2, mRNA	N/A	400727	N/A	N/A	72.185	12385	151	40	2	3	152	7799	7948	2.06e-9	77
asv_0D3_03488	II-WPC2	gi|1373868933|ref|XM_018804569.2|	XM_018804569	Trichoderma gamsii hypothetical protein (TGAM01_v200171), partial mRNA	N/A	398673	N/A	N/A	76.316	2529	114	25	2	335	447	1547	1435	2.07e-9	77.9
asv_0D3_03493	UC-A	gi|1168021119|gb|KX346065.1|	KX346065	Uncultured Synechococcus sp. clone B42D12 cytochrome b6 (petB) gene, partial cds	N/A	154535	N/A	N/A	91.756	597	558	46	0	1	558	22	579	0	800
